,rules,time_class,time_control,rated,game,result,date,time,period,white.username,black.username,white.rating,black.rating,white.result,black.result,white.score,black.score,white_elo_forecast,black_elo_forecast,eco,eco_url,game_url,white_url,black_url
0,chess,blitz,180+2,True,1,1-0,2019-08-01,12:05:26,2019-8,001mexak,Scacchiatura,1131,1028,win,resigned,1.0,0.0,0.6440338538222926,0.35596614617770733,A40,https://www.chess.com/openings/A40-Englund-Gambit-Declined-Reversed-French-Variation,https://www.chess.com/live/game/3912038443,https://api.chess.com/pub/player/001mexak,https://api.chess.com/pub/player/scacchiatura
0,chess,blitz,180+2,True,1,0-1,2019-08-01,12:08:54,2019-8,001mexak,AntonioAneska,1123,1152,timeout,win,0.0,1.0,0.45836229728523653,0.5416377027147634,C44,https://www.chess.com/openings/C44-Scotch-Game-Scotch-Gambit-Haxo-Gambit-5.c3,https://www.chess.com/live/game/3912044566,https://api.chess.com/pub/player/001mexak,https://api.chess.com/pub/player/antonioaneska
0,chess,blitz,180+2,True,1,1-0,2019-08-01,13:25:32,2019-8,frederic2b,001mexak,1066,1113,win,timeout,1.0,0.0,0.4327711556570478,0.5672288443429522,C25,https://www.chess.com/openings/C25-Vienna-Game-Anderssen-Defense,https://www.chess.com/live/game/3912201264,https://api.chess.com/pub/player/frederic2b,https://api.chess.com/pub/player/001mexak
0,chess,blitz,180+2,True,1,1-0,2019-08-01,14:00:00,2019-8,Winter-Hjelm76,001mexak,1072,1104,win,checkmated,1.0,0.0,0.4540780772195163,0.5459219227804837,A02,https://www.chess.com/openings/A02-Birds-Opening,https://www.chess.com/live/game/3912276926,https://api.chess.com/pub/player/winter-hjelm76,https://api.chess.com/pub/player/001mexak
0,chess,blitz,180+2,True,1,1-0,2019-08-01,15:14:56,2019-8,wan7wan,001mexak,1190,1098,win,abandoned,1.0,0.0,0.6293885472175023,0.37061145278249774,A45,https://www.chess.com/openings/A45-Indian-Game-Paleface-Attack,https://www.chess.com/live/game/3912447881,https://api.chess.com/pub/player/wan7wan,https://api.chess.com/pub/player/001mexak
0,chess,blitz,180+2,True,1,0-1,2019-08-02,06:02:11,2019-8,001mexak,Aniket_p17,1091,1149,resigned,win,0.0,1.0,0.41729811503576986,0.5827018849642301,C21,https://www.chess.com/openings/C21-Center-Game-Accepted-Danish-Gambit-Accepted,https://www.chess.com/live/game/3914145231,https://api.chess.com/pub/player/001mexak,https://api.chess.com/pub/player/aniket_p17
0,chess,blitz,180+2,True,1,1-0,2019-08-02,09:44:09,2019-8,001mexak,rubenortizdel,1100,1120,win,resigned,1.0,0.0,0.4712494361077314,0.5287505638922686,C21,https://www.chess.com/openings/C21-Center-Game-Accepted-Danish-Gambit-3...dxc3-4.Bc4,https://www.chess.com/live/game/3914479910,https://api.chess.com/pub/player/001mexak,https://api.chess.com/pub/player/rubenortizdel
0,chess,blitz,600,True,1,0-1,2019-08-02,09:51:25,2019-8,upppiii,001mexak,730,1104,checkmated,win,0.0,1.0,0.10405894915827782,0.8959410508417222,A00,https://www.chess.com/openings/A00-Mieses-Opening,https://www.chess.com/live/game/3914492489,https://api.chess.com/pub/player/upppiii,https://api.chess.com/pub/player/001mexak
0,chess,blitz,600,True,1,1-0,2019-08-02,09:53:05,2019-8,001mexak,upppiii,1107,691,win,timeout,1.0,0.0,0.9164213770695134,0.08357862293048655,B01,https://www.chess.com/openings/B01-Scandinavian-Defense-Mieses-Kotroc-Variation-3.Nc3-Qd8,https://www.chess.com/live/game/3914495123,https://api.chess.com/pub/player/001mexak,https://api.chess.com/pub/player/upppiii
0,chess,blitz,180+2,True,1,1-0,2019-08-02,14:12:40,2019-8,greffern,001mexak,1231,1102,win,checkmated,1.0,0.0,0.6775605800851006,0.32243941991489944,B01,https://www.chess.com/openings/B01-Scandinavian-Defense-2.exd5,https://www.chess.com/live/game/3915005542,https://api.chess.com/pub/player/greffern,https://api.chess.com/pub/player/001mexak
