,rules,time_class,time_control,rated,game,result,date,time,period,white.username,black.username,white.rating,black.rating,white.result,black.result,white.score,black.score,white_elo_forecast,black_elo_forecast,eco,eco_url,game_url,white_url,black_url
0,chess,blitz,180+2,True,1,0-1,2018-12-02,22:39:17,2018-12,rommelricardo9000,05djabrail05,1492,1504,resigned,win,0.0,1.0,0.4827374755676238,0.5172625244323762,C53,https://www.chess.com/openings/C53-Giuoco-Piano-Game-Main-Line,https://www.chess.com/live/game/3262929006,https://api.chess.com/pub/player/rommelricardo9000,https://api.chess.com/pub/player/05djabrail05
0,chess,blitz,180+2,True,1,0-1,2018-12-02,23:26:27,2018-12,05djabrail05,Dan86a,1495,1616,timeout,win,0.0,1.0,0.33258157812677697,0.667418421873223,B10,https://www.chess.com/openings/B10-Caro-Kann-Defense-Hillbilly-Attack-2...d5,https://www.chess.com/live/game/3263018875,https://api.chess.com/pub/player/05djabrail05,https://api.chess.com/pub/player/dan86a
0,chess,bullet,60,True,1,1-0,2018-12-02,23:56:29,2018-12,4RJUN,05djabrail05,1172,1198,win,timeout,1.0,0.0,0.4626526828335072,0.5373473171664928,A00,https://www.chess.com/openings/A00-Polish-Opening-1...e5-2.Bb2,https://www.chess.com/live/game/3263072370,https://api.chess.com/pub/player/4rjun,https://api.chess.com/pub/player/05djabrail05
0,chess,bullet,60,True,1,1-0,2018-12-02,23:59:07,2018-12,05djabrail05,NemmiKing5,1206,1183,win,timeout,1.0,0.0,0.5330513938844411,0.46694860611555894,D00,https://www.chess.com/openings/D00-Queens-Pawn-Opening-Blackmar-Diemer-Diemer-Rosenberg-Attack,https://www.chess.com/live/game/3263077128,https://api.chess.com/pub/player/05djabrail05,https://api.chess.com/pub/player/nemmiking5
0,chess,bullet,60,True,1,0-1,2018-12-03,00:01:41,2018-12,05djabrail05,meysam2911,1196,1128,timeout,win,0.0,1.0,0.596629173305774,0.403370826694226,C40,https://www.chess.com/openings/C40-Kings-Pawn-Opening-Kings-Knight-Elephant-Gambit-3.exd5,https://www.chess.com/live/game/3263081232,https://api.chess.com/pub/player/05djabrail05,https://api.chess.com/pub/player/meysam2911
0,chess,bullet,60,True,1,1-0,2018-12-03,00:04:20,2018-12,meysam2911,05djabrail05,1138,1186,win,checkmated,1.0,0.0,0.43135860811633236,0.5686413918836677,C30,https://www.chess.com/openings/C30-Kings-Gambit-Declined-Queens-Knight-Defense,https://www.chess.com/live/game/3263086020,https://api.chess.com/pub/player/meysam2911,https://api.chess.com/pub/player/05djabrail05
0,chess,bullet,60,True,1,1-0,2018-12-03,00:05:11,2018-12,05djabrail05,meysam2911,1193,1131,win,checkmated,1.0,0.0,0.5882899718631628,0.41171002813683716,C40,https://www.chess.com/openings/C40-Kings-Pawn-Opening-Kings-Knight-Elephant-Gambit-3.exd5,https://www.chess.com/live/game/3263087527,https://api.chess.com/pub/player/05djabrail05,https://api.chess.com/pub/player/meysam2911
0,chess,bullet,60,True,1,0-1,2018-12-03,00:05:49,2018-12,meysam2911,05djabrail05,1124,1200,checkmated,win,0.0,1.0,0.39233893587318014,0.6076610641268197,C23,https://www.chess.com/openings/C23-Bishops-Opening,https://www.chess.com/live/game/3263088246,https://api.chess.com/pub/player/meysam2911,https://api.chess.com/pub/player/05djabrail05
0,chess,bullet,60,True,1,1-0,2018-12-03,00:07:35,2018-12,05djabrail05,meysam2911,1206,1118,win,checkmated,1.0,0.0,0.6240017586176672,0.37599824138233284,B06,https://www.chess.com/openings/B06-Modern-Defense-with-1-e4,https://www.chess.com/live/game/3263091050,https://api.chess.com/pub/player/05djabrail05,https://api.chess.com/pub/player/meysam2911
0,chess,bullet,60,True,1,0-1,2018-12-03,00:09:17,2018-12,meysam2911,05djabrail05,1112,1212,checkmated,win,0.0,1.0,0.35993500019711494,0.6400649998028851,C50,https://www.chess.com/openings/C50-Giuoco-Piano-Game-4.O-O-Nf6,https://www.chess.com/live/game/3263093832,https://api.chess.com/pub/player/meysam2911,https://api.chess.com/pub/player/05djabrail05
0,chess,bullet,60,True,1,1-0,2018-12-03,00:11:15,2018-12,05djabrail05,meysam2911,1218,1106,win,checkmated,1.0,0.0,0.655820505912395,0.344179494087605,C40,https://www.chess.com/openings/C40-Kings-Pawn-Opening-Kings-Knight-Busch-Gass-Gambit-3.Nxe5,https://www.chess.com/live/game/3263097004,https://api.chess.com/pub/player/05djabrail05,https://api.chess.com/pub/player/meysam2911
0,chess,blitz,180+2,True,1,1-0,2018-12-03,11:31:51,2018-12,Ramsiuk,05djabrail05,1530,1484,win,resigned,1.0,0.0,0.5658152030692333,0.43418479693076684,C44,https://www.chess.com/openings/C44-Ponziani-Opening-Jaenisch-Counterattack-4.d4-exd4,https://www.chess.com/live/game/3264048386,https://api.chess.com/pub/player/ramsiuk,https://api.chess.com/pub/player/05djabrail05
0,chess,blitz,180+2,True,1,1-0,2018-12-03,11:39:58,2018-12,05djabrail05,Leibniz795,1493,1396,win,checkmated,1.0,0.0,0.6360768996878818,0.36392310031211805,A02,https://www.chess.com/openings/A02-Birds-Opening-1...f5,https://www.chess.com/live/game/3264061268,https://api.chess.com/pub/player/05djabrail05,https://api.chess.com/pub/player/leibniz795
0,chess,blitz,180+2,True,1,1-0,2018-12-14,21:04:25,2018-12,shoayebsarwar,05djabrail05,1617,1484,win,checkmated,1.0,0.0,0.6825703854747719,0.3174296145252281,C30,https://www.chess.com/openings/C30-Kings-Gambit-Declined-Queens-Knight-Defense,https://www.chess.com/live/game/3294088290,https://api.chess.com/pub/player/shoayebsarwar,https://api.chess.com/pub/player/05djabrail05
0,chess,blitz,180+2,True,1,0-1,2018-12-14,21:13:40,2018-12,05djabrail05,elgwada01,1473,1529,timeout,win,0.0,1.0,0.42010023964211857,0.5798997603578815,C02,https://www.chess.com/openings/C02-French-Defense-Advance-Paulsen-Attack,https://www.chess.com/live/game/3294109172,https://api.chess.com/pub/player/05djabrail05,https://api.chess.com/pub/player/elgwada01
0,chess,blitz,180+2,True,1,1-0,2018-12-14,21:41:20,2018-12,05djabrail05,alexander0001,1485,1472,win,checkmated,1.0,0.0,0.5186997779295586,0.48130022207044143,B21,https://www.chess.com/openings/B21-Sicilian-Defense-McDonnell-Attack,https://www.chess.com/live/game/3294170168,https://api.chess.com/pub/player/05djabrail05,https://api.chess.com/pub/player/alexander0001
0,chess,blitz,180+2,True,1,1-0,2018-12-14,21:47:40,2018-12,khakurel,05djabrail05,1502,1474,win,checkmated,1.0,0.0,0.5402082283237456,0.45979177167625435,C50,https://www.chess.com/openings/C50-Italian-Game-Blackburne-Shilling-Gambit,https://www.chess.com/live/game/3294183914,https://api.chess.com/pub/player/khakurel,https://api.chess.com/pub/player/05djabrail05
0,chess,bullet,60,True,1,1-0,2018-12-15,13:43:58,2018-12,Zum1010,05djabrail05,1201,1209,win,timeout,1.0,0.0,0.4884891087822083,0.5115108912177917,D02,https://www.chess.com/openings/D02-Queens-Pawn-Opening-Anti-Torre-Attack,https://www.chess.com/live/game/3295656022,https://api.chess.com/pub/player/zum1010,https://api.chess.com/pub/player/05djabrail05
0,chess,bullet,60,True,1,0-1,2018-12-17,17:49:31,2018-12,05djabrail05,mikhailov13,1202,1242,timeout,win,0.0,1.0,0.44268836623770724,0.5573116337622928,D00,https://www.chess.com/openings/D00-Queens-Pawn-Opening-Mason-Attack-with-2-f4,https://www.chess.com/live/game/3301406027,https://api.chess.com/pub/player/05djabrail05,https://api.chess.com/pub/player/mikhailov13
0,chess,bullet,60,True,1,0-1,2018-12-19,17:19:57,2018-12,05djabrail05,Dreamwalker20,1195,1237,checkmated,win,0.0,1.0,0.4398498547680971,0.5601501452319029,B20,https://www.chess.com/openings/B20-Sicilian-Defense,https://www.chess.com/live/game/3306702710,https://api.chess.com/pub/player/05djabrail05,https://api.chess.com/pub/player/dreamwalker20
0,chess,bullet,60,True,1,0-1,2018-12-20,16:14:00,2018-12,lenbippard,05djabrail05,1221,1204,timeout,win,0.0,1.0,0.5244454611206615,0.47555453887933863,C23,https://www.chess.com/openings/C23-Bishops-Opening,https://www.chess.com/live/game/3309198891,https://api.chess.com/pub/player/lenbippard,https://api.chess.com/pub/player/05djabrail05
0,chess,blitz,180+2,True,1,0-1,2018-12-30,21:16:35,2018-12,05djabrail05,Mooseelguapo,1460,1435,timeout,win,0.0,1.0,0.5359159269451023,0.4640840730548977,A03,https://www.chess.com/openings/A03-Birds-Opening-Dutch-Variation-2.Nf3,https://www.chess.com/live/game/3336441021,https://api.chess.com/pub/player/05djabrail05,https://api.chess.com/pub/player/mooseelguapo
0,chess,blitz,180+2,True,1,1-0,2018-12-30,21:25:31,2018-12,mpfquilmes,05djabrail05,1543,1450,win,resigned,1.0,0.0,0.6307302886162022,0.3692697113837977,C44,https://www.chess.com/openings/C44-Scotch-Game-Scotch-Gambit-Haxo-Gambit-5.c3,https://www.chess.com/live/game/3336463380,https://api.chess.com/pub/player/mpfquilmes,https://api.chess.com/pub/player/05djabrail05
0,chess,blitz,180+2,True,1,0-1,2018-12-30,21:27:53,2018-12,05djabrail05,mackerel,1438,1445,resigned,win,0.0,1.0,0.48992755307256153,0.5100724469274385,B21,https://www.chess.com/openings/B21-Sicilian-Defense-McDonnell-Attack-2...Nc6-3.Nf3-e6,https://www.chess.com/live/game/3336468575,https://api.chess.com/pub/player/05djabrail05,https://api.chess.com/pub/player/mackerel
